"NoProj","PeriodeDate","CodPrg","NomProjet","NomCatg","Nom_Volet","NbStagReel","NoOrgaQue","NoOrgaEtran","NomOrgaQue","NomOrgaEtran","NomPays","VilleQuartier","Lattitude","Longitude","Secteur principal","Domaine","MontantSubvention","Versement1","Versement2","Versement3","Versement4","Versement5","AnnFinaVersement1","AnnFinaVersement2","AnnFinaVersement3","AnnFinaVersement4","AnnFinaVersement5","Statut"
3452,"2018-2019","QSF","Jeunes entrepreneurs : la force du développement régional!","Stages pluriannuels","universel",7,82,974,"Centre d'étude et de coopération internationale","Agence nationale d'insertion et de développement agricole (ANIDA)","Sénégal","Mont Roland",14.71,-17.47,"Activités génératrices de revenus",,49235.00,27079.00,11933.00,7385.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3453,"2018-2019","QSF","Pour un appui de proximité en entreprenariat!","Stages pluriannuels","réciprocité",1,82,974,"Centre d'étude et de coopération internationale","Agence nationale d'insertion et de développement agricole (ANIDA)","Sénégal","",14.71,-17.47,"Activités génératrices de revenus",,8019.00,4410.00,2406.00,1203.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3454,"2018-2019","QSF","Artisanat : entre traditions et relève!","Stages pluriannuels","spécialisé",7,82,975,"Centre d'étude et de coopération internationale","RED de organizaciones Económicas de Productores Artesanos con Identidad Cultural (Réseau OEPAIC)","Bolivie","La Paz, Zona 16 de Julio",-16.49,-68.15,"Activités génératrices de revenus",,42863.00,23575.00,9221.00,6429.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3455,"2018-2019","QSF","Artisannes branchées : Commerce 2.0","Stages pluriannuels","réciprocité",1,82,975,"Centre d'étude et de coopération internationale","RED de organizaciones Económicas de Productores Artesanos con Identidad Cultural (Réseau OEPAIC)","Bolivie","",-16.49,-68.15,"Activités génératrices de revenus",,7263.00,3995.00,2179.00,1089.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3456,"2018-2019","QSF","Adjoint(e) au programme Québec sans frontières","Stages pluriannuels","stagiaires OCI",1,82,,"Centre d'étude et de coopération internationale",,"Canada-Québec","",46.84,-71.24,"Concours fournis aux OCI québécois",,14742.00,8108.00,4423.00,2211.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3457,"2018-2019","QSF","La jeunesse équatorienne pour la santé sexuelle et reproductive des filles du canton de Guano","Stages annuels","universel",8,85,427,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean","Cooperativa de servicios multiples Agro-Vida (COOSEMAV)","Équateur","Guano",-0.21,-78.50,"Services sociaux",,47120.00,25916.00,14136.00,7068.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3459,"2018-2019","QSF","Exprimez-vous! La culture pour l’autodétermination des femmes et des filles autochtones du Chimborazo","Stages pluriannuels","spécialisé",8,85,973,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean","Fundación Arte nativo Flores Franco","Équateur","La Moya",-0.21,-78.50,"Médiation culturelle",,47120.00,25916.00,14136.00,7068.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3460,"2018-2019","QSF","L’expertise en médiation culturelle, ça se partage!","Stages pluriannuels","réciprocité",1,85,973,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean","Fundación Arte nativo Flores Franco","Équateur","",-0.21,-78.50,"Médiation culturelle",,5805.00,3193.00,1742.00,870.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3461,"2018-2019","QSF","Nio far : Femmes et enfants unis pour un développement durable","Stages annuels","spécialisé",10,85,1026,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean","Association Nébéday","Sénégal","Toubacouta",14.71,-17.47,"Environnement",,69120.00,38016.00,20736.00,10368.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3462,"2018-2019","QSF","Adjoint ou adjointe à la programmation Québec sans frontières","Stages annuels","stagiaires OCI",1,85,,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean",,"Canada-Québec","",46.84,-71.24,"Concours fournis aux OCI québécois",,14742.00,8108.00,4422.00,2212.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3463,"2018-2019","QSF","Vers l’autonomisation des communautés du Kloto dans la prise en charge de son projet d’écotourisme","Stages pluriannuels","universel",9,92,199,"Comité régional d'éducation pour le développement international de Lanaudière","Association Découverte Togo Profond (ADETOP)","Togo","Havou",6.13,1.22,"Environnement",,61628.00,33896.00,15355.00,9245.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3464,"2018-2019","QSF","Du Kloto au Québec, pour un tourisme solidaire","Stages pluriannuels","réciprocité",2,92,199,"Comité régional d'éducation pour le développement international de Lanaudière","Association Découverte Togo Profond (ADETOP)","Togo","",6.13,1.22,"Activités génératrices de revenus",,14191.00,7805.00,4257.00,2129.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3465,"2018-2019","QSF","L’énergie solaire partenaire d’une vie en santé","Stages pluriannuels","spécialisé",9,92,642,"Comité régional d'éducation pour le développement international de Lanaudière","Red écologica interinstitucional Hatun Sacha (REIHS)","Pérou","Socos",-12.04,-77.05,"Environnement",,53528.00,29440.00,16058.00,8030.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3466,"2018-2019","QSF","Monte Punku Phase 2 : Gestion intégrée de l’eau et adaptation aux changements climatiques dans la communauté de Limabamba","Stages annuels","spécialisé",9,92,1016,"Comité régional d'éducation pour le développement international de Lanaudière","Proyecto de Desarrollo Comunitario (PRODECO)","Bolivie","Limabamba",-16.49,-68.15,"Environnement",,53528.00,29440.00,16058.00,8030.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3467,"2018-2019","QSF","Le grand cycle de l’eau, de Limabamba à Joliette","Stages annuels","réciprocité",2,92,1016,"Comité régional d'éducation pour le développement international de Lanaudière","Proyecto de Desarrollo Comunitario (PRODECO)","Bolivie","",-16.49,-68.15,"Environnement",,12679.00,6974.00,3804.00,1900.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3468,"2018-2019","QSF","Adjoint(e) au programme Québec sans frontières","Stages pluriannuels","stagiaires OCI",1,92,,"Comité régional d'éducation pour le développement international de Lanaudière",,"Canada-Québec","",46.84,-71.24,"Concours fournis aux OCI québécois",,14742.00,8108.00,4423.00,2211.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3469,"2018-2019","QSF","La santé au coeur des préoccupations de Khalambasse","Stages pluriannuels","universel",9,68,1025,"Comité de Solidarité/Trois-Rivières","Groupement d'intérêt Économique (GIE) Nanoor","Sénégal","Khalambasse",14.71,-17.47,"Santé",,61628.00,33895.00,18488.00,9245.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3470,"2018-2019","QSF","La santé au coeur des préoccupations : promouvoir la santé nutritionnelle, l'hygiène et l'assainissement","Stages pluriannuels","réciprocité",1,68,318,"Comité de Solidarité/Trois-Rivières","Gâ Mo Wigna","Burkina Faso","",12.37,-1.52,"Gouvernance et société civile",,7290.00,4010.00,2187.00,1093.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3471,"2018-2019","QSF","Jeunes et participation citoyenne : à vos caméras!","Stages annuels","spécialisé",9,68,1052,"Comité de Solidarité/Trois-Rivières","Centro de Apoyo a la Educación Popular (CAEP)","Bolivie","Huanuni",-16.49,-68.15,"Communications",,55040.00,30272.00,16512.00,8256.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3472,"2018-2019","QSF","Dos iguales hacen también pareja. Promotion des droits de la diversité sexuelle et prévention du VIH/ITS - phase III","Stages annuels","spécialisé",9,68,1064,"Comité de Solidarité/Trois-Rivières","Green Action","Costa Rica","Turrialba",9.93,-84.08,"Services sociaux",,45976.00,25287.00,13793.00,6896.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3473,"2018-2019","QSF","Adjoint.e à la programmation QSF au CS3R","Stages annuels","stagiaires OCI",1,68,,"Comité de Solidarité/Trois-Rivières",,"Canada-Québec","",46.84,-71.24,,,14742.00,8108.00,4423.00,2211.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3474,"2018-2019","QSF","Manger sainement! L’agriculture urbaine comme vecteur de changement social et politique","Stages pluriannuels","universel",8,69,719,"Développement et Paix","Centro de Promoción y Salud Integral (CEPROSI)","Bolivie","Bayamo",-16.49,-68.15,"Alimentation",,48195.00,26507.00,8783.00,7229.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3475,"2018-2019","QSF","Renforcement de la participation citoyenne des jeunes d’Andohatapenaka","Stages pluriannuels","spécialisé",8,69,110,"Développement et Paix","Conseil de développement d'Andohatapenaka","Madagascar","",-18.91,47.51,"Gouvernance et société civile",,55431.00,30487.00,16629.00,8315.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3476,"2018-2019","QSF","Cultiver les jardins, cultiver la communauté","Stages pluriannuels","réciprocité",2,69,110,"Développement et Paix","Conseil de développement d'Andohatapenaka","Madagascar","",-18.91,47.51,"Environnement",,16038.00,8821.00,4811.00,2406.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3477,"2018-2019","QSF","Des légumes pour la vie : développement de la coopérative agricole Raksmey Samaky Amatak","Stages annuels","spécialisé",8,69,977,"Développement et Paix","Développement et Partenariat en Action (DPA)","Cambodge","Chrase",11.55,104.91,"Activités génératrices de revenus",,55431.00,30487.00,9354.00,8315.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3478,"2018-2019","QSF","Personne adjointe au programme Québec sans frontières","Stages pluriannuels","stagiaires OCI",1,69,,"Développement et Paix",,"Canada-Québec","",46.84,-71.24,,,14742.00,8108.00,4423.00,2211.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3479,"2018-2019","QSF","Projet d'autonomisation des femmes rurales au Bénin (AFR-Bénin)","Stages pluriannuels","universel",9,73,809,"Fondation Paul Gérin-Lajoie","Association des personnes rénovatrices des technologies traditionnelles (APRETECTRA)","Bénin","Corné",6.48,2.61,"Activités génératrices de revenus",,61628.00,33896.00,8768.00,9245.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3480,"2018-2019","QSF","Renforcement des capacités du partenaire du Sud en accompagnement entrepreneurial","Stages pluriannuels","réciprocité",1,73,809,"Fondation Paul Gérin-Lajoie","Association des personnes rénovatrices des technologies traditionnelles (APRETECTRA)","Bénin","",6.48,2.61,"Activités génératrices de revenus",,7776.00,4277.00,2333.00,1166.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3481,"2018-2019","QSF","Projet d’appui à la promotion de l’entrepreneuriat des jeunes de Porto-Novo (PAPEJ)","Stages annuels","universel",9,73,934,"Fondation Paul Gérin-Lajoie","Réseau d'appui aux initiatives locales (RAIL ONG)","Bénin","Porto-Novo",6.48,2.61,"Activités génératrices de revenus",,61628.00,33895.00,18488.00,9245.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3482,"2018-2019","QSF","Adjoint(e) à la programmation","Stages annuels","stagiaires OCI",1,73,,"Fondation Paul Gérin-Lajoie",,"Canada-Québec","",46.84,-71.24,,,14742.00,8108.00,4423.00,2210.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3483,"2018-2019","QSF","La familia como garantía del desarrollo integral de los niños, niñas y jóvenes - La famille : garantie du développement intégral des enfants et des jeunes","Stages pluriannuels","universel",9,62,891,"L'AMIE (Aide internationale à l'enfance)","Fundacion Winay Intercultural","Bolivie","Sucre",-16.49,-68.15,"Éducation",,52342.00,28787.00,10583.00,7854.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3484,"2018-2019","QSF","Trabajo con niños y niñas apoyando a las tareas escolares y juegos – Travail avec les enfants en appuyant les devoirs scolaires et par les jeux","Stages pluriannuels","réciprocité",2,62,891,"L'AMIE (Aide internationale à l'enfance)","Fundacion Winay Intercultural","Bolivie","",-16.49,-68.15,"Éducation",,13360.00,7348.00,4008.00,2004.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3485,"2018-2019","QSF","AKAFA : Asa sy KAroka ho an’ny Fampandrosoana. Action et recherche pour le développement","Stages annuels","universel",9,62,1053,"L'AMIE (Aide internationale à l'enfance)","Association SPV Felana","Madagascar","Antsirabe",-18.91,47.51,"Participation citoyenne",,63034.00,34669.00,18910.00,9455.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3486,"2018-2019","QSF","Renforcement de l’AKAFA","Stages annuels","réciprocité",2,62,1053,"L'AMIE (Aide internationale à l'enfance)","Association SPV Felana","Madagascar","",-18.91,47.51,"Environnement",,15552.00,8554.00,4666.00,2332.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3487,"2018-2019","QSF","Réhabilitation sociale pour et par les jeunes de la rue","Stages pluriannuels","spécialisé",9,62,745,"L'AMIE (Aide internationale à l'enfance)","Centre Marembo","Rwanda","Kigali",-1.95,30.06,"Services sociaux",,60442.00,33243.00,14025.00,9066.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3488,"2018-2019","QSF","Un développement durable pour les enfants de la rue","Stages annuels","réciprocité",2,62,876,"L'AMIE (Aide internationale à l'enfance)","Oeuvre humanitaire pour la protection et le développement de l'enfant en difficulté (OPDE)-Rwanda","Rwanda","",-1.95,30.06,"Environnement",,15552.00,8554.00,4666.00,2332.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3489,"2018-2019","QSF","Adjoint.e au programme QSF et à la sensibilisation du public","Stages annuels","stagiaires OCI",1,62,,"L'AMIE (Aide internationale à l'enfance)",,"Canada-Québec","",46.84,-71.24,,,14742.00,8108.00,4421.00,2211.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3490,"2018-2019","QSF","Le cellulaire pour la sécurité alimentaire","Stages annuels","spécialisé",7,283,1054,"L'OEUVRE LÉGER","Fundación Centro de Cultura popular (FCCP)","Bolivie","Macrodistrito 3",-16.49,-68.15,"Communications",,43411.00,23876.00,13023.00,6512.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3491,"2018-2019","QSF","Ande Souxali : ensemble pour le développement","Stages pluriannuels","universel",9,197,1017,"Mer et Monde","Book Jeumukay (Groupement de femmes de Notto-Diobass)","Sénégal","Thiès",14.71,-17.47,"Activités génératrices de revenus",,61628.00,33896.00,18488.00,9245.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3492,"2018-2019","QSF","Ande Souxali : ensemble pour le développement","Stages pluriannuels","réciprocité",1,197,1017,"Mer et Monde","Book Jeumukay (Groupement de femmes de Notto-Diobass)","Sénégal","",14.71,-17.47,"Activités génératrices de revenus",,8019.00,4410.00,2406.00,1203.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3493,"2018-2019","QSF","La basura que no es basura! Des ordures qui ne sont pas des ordures.","Stages annuels","universel",9,197,910,"Mer et Monde","Tierra y Vida","Costa Rica","Huacas",9.93,-84.08,"Environnement",,53528.00,29440.00,16058.00,8030.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3494,"2018-2019","QSF","Reciclar en nuestros hogares para comunidades sanas. Recyclage dans nos maisons pour des communautés en santé","Stages annuels","",1,197,910,"Mer et Monde","Tierra y Vida","Nicaragua","",12.15,-86.26,"Environnement",,7263.00,3995.00,2179.00,1089.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3495,"2018-2019","QSF","I Mbokator Njalik : pour un avenir meilleur","Stages pluriannuels","spécialisé",9,197,1018,"Mer et Monde","G.I.E. Naahiir","Sénégal","Thiès",14.71,-17.47,"Agriculture / Foresterie",,61628.00,33896.00,18488.00,9245.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3496,"2018-2019","QSF","I Mbokator Njalik : pour un avenir meilleur","Stages pluriannuels","réciprocité",1,197,1018,"Mer et Monde","G.I.E. Naahiir","Sénégal","",14.71,-17.47,"Agriculture / Foresterie",,8019.00,4410.00,2406.00,1201.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3497,"2018-2019","QSF","Adjoint(e) à la programmation Québec sans frontières (QSF)","Stages annuels","stagiaires OCI",1,197,,"Mer et Monde",,"Canada-Québec","",46.84,-71.24,,,14742.00,8108.00,4423.00,2211.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3498,"2018-2019","QSF","Reconnaissance des droits et du leadership économique des jeunes femmes et jeunes hommes vulnérables de Cotonou","Stages pluriannuels","universel",9,100,742,"Oxfam-Québec","ONG ASSOVIE","Bénin","Cotonou",6.48,2.61,"Éducation",,60442.00,33243.00,18133.00,9066.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3499,"2018-2019","QSF","Les jeunes « vidomegon » au cœur du développement économique","Stages pluriannuels","réciprocité",1,100,742,"Oxfam-Québec","ONG ASSOVIE","Bénin","",6.48,2.61,"Éducation",,7776.00,4277.00,2333.00,1166.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3500,"2018-2019","QSF","Favoriser le leadership et l'employabilité de jeunes femmes de Lima Norte","Stages pluriannuels","spécialisé",7,100,805,"Oxfam-Québec","ALTERNATIVA, Centro de investigacion social y educacion popular","Pérou","Lima",-12.04,-77.05,"Activités génératrices de revenus",,41899.00,23044.00,12570.00,6285.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3501,"2018-2019","QSF","L'autonomisation sociale, professionnelle et économique pour les jeunes femmes de Lima au Pérou","Stages pluriannuels","réciprocité",1,100,805,"Oxfam-Québec","ALTERNATIVA, Centro de investigacion social y educacion popular","Pérou","",-12.04,-77.05,"Activités génératrices de revenus",,7020.00,3861.00,2106.00,1053.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3502,"2018-2019","QSF","Adjoint(e) à la programmation","Stages annuels","stagiaires OCI",1,100,,"Oxfam-Québec",,"Canada-Québec","",46.84,-71.24,"Concours fournis aux OCI québécois",,14742.00,8108.00,4422.00,2212.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3503,"2018-2019","QSF","L’art comme outil de promotion du droit des femmes et des filles","Stages annuels","universel",7,105,1055,"Solidarité Union Coopération","Centro IDEAS","Pérou","Tambogrande",-12.04,-77.05,"Égalité femmes-hommes",,43411.00,23876.00,13023.00,6512.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3504,"2018-2019","QSF","La vidéo pour promouvoir les produits locaux","Stages annuels","universel",7,105,715,"Solidarité Union Coopération","Instituto de Desarrollo y Medio Ambiente (IDMA)","Pérou","Pacarán",-12.04,-77.05,"Développement durable",,41899.00,23044.00,12570.00,6285.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3505,"2018-2019","QSF","La bioponie pour s’adapter aux changements climatiques","Stages annuels","spécialisé",7,105,1056,"Solidarité Union Coopération","Réseau des Femmes pour le développement de la commune de Nguekhokh","Sénégal","Nguekhokh",14.71,-17.47,"Environnement",,50863.00,27975.00,15259.00,7629.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3506,"2018-2019","QSF","Personne adjointe au programme Québec sans frontières","Stages annuels","stagiaires OCI",1,105,,"Solidarité Union Coopération",,"Canada-Québec","",46.84,-71.24,"Concours fournis aux OCI québécois",,14742.00,8108.00,4423.00,2211.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3507,"2018-2019","QSF","Un pas de plus vers l’inclusion sociale","Stages annuels","spécialisé",7,106,1019,"Terre sans frontières","Unidad Educativa Especializada Fiscomisional Nuestra Señora del Carmen","Équateur","Ricaurte",-0.21,-78.50,"Santé",,41899.00,23044.00,12570.00,6285.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3508,"2018-2019","QSF","Un pas de plus pour l’inclusion sociale","Stages annuels","réciprocité",1,106,1019,"Terre sans frontières","Unidad Educativa Especializada Fiscomisional Nuestra Señora del Carmen","Équateur","",-0.21,-78.50,"Santé",,5805.00,3193.00,1742.00,870.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3509,"2018-2019","QSF","Adjoint(e) à la programmation Québec sans frontières","Stages annuels","stagiaires OCI",1,106,,"Terre sans frontières",,"Canada-Québec","",46.84,-71.24,"Concours fournis aux OCI québécois",,14545.00,8000.00,4364.00,2181.00,0.00,0.00,"2018-2019","2018-2019","2018-2019","","","Approuvé"
3525,"2018-2019","PECM","Bibliothèques et lectures solidaires dans Lanaudière - COLLABORATION OFFICIELLE : CREDIL et TEAM","Soutien projets","",0,92,,"Comité régional d'éducation pour le développement international de Lanaudière",,"Canada-Québec","Lanaudière",46.84,-71.24,"Éducation",,20000.00,18000.00,2000.00,0.00,0.00,0.00,"2018-2019","2018-2019","","","","Approuvé"
3526,"2018-2019","PECM","Université populaire et solidaire : Vers une justice énergétique - COLLABORATION OFFICIELLE : CDHAL, PAQG ET SLAM","Soutien projets","",0,90,,"Comité pour les droits humains en Amérique latine",,"Canada-Québec","Laurentides et Cantons de l'Est",46.84,-71.24,"Éducation",,20000.00,18000.00,2000.00,0.00,0.00,0.00,"2018-2019","2018-2019","","","","Approuvé"
3527,"2018-2019","PECM","L'alimentation responsable - Des fiches recettes jusqu'aux assiettes!","Soutien projets","",0,62,,"L'AMIE (Aide internationale à l'enfance)",,"Canada-Québec","Capitale-Nationale",46.84,-71.24,"Éducation",,15000.00,13500.00,1500.00,0.00,0.00,0.00,"2018-2019","2018-2019","","","","Approuvé"
3528,"2018-2019","PECM","Festival Ciné Vert","Soutien projets","",0,105,,"Solidarité Union Coopération",,"Canada-Québec","Montréal et Lanaudière",46.84,-71.24,"Éducation",,15000.00,13500.00,1500.00,0.00,0.00,0.00,"2018-2019","2018-2019","","","","Approuvé"
3529,"2018-2019","PECM","Engagement jeunesse en développement durable - COLLABORATION OFFICIELLE : YMCA et Oxfam-Québec","Soutien projets","",0,108,,"Les YMCA du Québec",,"Canada-Québec","Montréal et Laurentides",46.84,-71.24,"Éducation",,20000.00,18000.00,2000.00,0.00,0.00,0.00,"2018-2019","2018-2019","","","","Approuvé"
3531,"2018-2019","CONV","Appui à la mission globale 2018-2019 à 2020-2021","AQOCI","",0,109,,"Association québécoise des organismes de coopération internationale",,"Canada-Québec","",46.84,-71.24,,,630000.00,210000.00,210000.00,210000.00,0.00,0.00,"2018-2019","2019-2020","2020-2021","","","Approuvé / Versé"
3532,"2018-2019","CONV","Renforcement des capacités en sécurité et  élimination des inconduites sexuelles","Sécurité","",0,109,,"Association québécoise des organismes de coopération internationale",,"Canada-Québec","",46.84,-71.24,,,150000.00,75000.00,75000.00,0.00,0.00,0.00,"2019-2020","2020-2021","","","","Approuvé"
3533,"2018-2019","CONV","JQSI","JQSI","",0,109,,"Association québécoise des organismes de coopération internationale",,"Canada-Québec","",46.84,-71.24,,,630000.00,210000.00,210000.00,210000.00,0.00,0.00,"2018-2019","2019-2020","2020-2021","","","Approuvé"
3535,"2018-2019","CONV","Collaboration à la réalisation du PECM","PECM","",0,109,,"Association québécoise des organismes de coopération internationale",,"Canada-Québec","",46.84,-71.24,,,60000.00,20000.00,20000.00,20000.00,0.00,0.00,"2018-2019","2019-2020","2020-2021","","","Approuvé"
3536,"2018-2019","CONV","Réalisation du programme QSF","QSF","",0,109,,"Association québécoise des organismes de coopération internationale",,"Canada-Québec","",46.84,-71.24,,,267000.00,89000.00,89000.00,89000.00,0.00,0.00,"2018-2019","2019-2020","2020-2021","","","Approuvé"
3537,"2018-2019","PQDI","Réponse d’urgence au tremblement de terre & tsunami de Sulawesi, Indonésie 2018-2019","Aide d'urgence","",0,100,1063,"Oxfam-Québec","Humanitarian Knowledge Hub","Indonésie","Sulawesi",-6.17,106.82,"Distribution d'eau et assainissement",,50000.00,50000.00,0.00,0.00,0.00,0.00,"2018-2019","","","","","Approuvé"
3540,"2018-2019","PQDI","Assistance humanitaire d’urgence pour les familles affectées par le tremblement de terre du 6 octobre 2018","Aide d'urgence","",0,82,,"Centre d'étude et de coopération internationale",,"Haïti","St-Louis du Nord et Pilate",18.54,-72.33,"Aide d'urgence","Aide à la reconstruction",50000.00,50000.00,0.00,0.00,0.00,0.00,"2018-2019","","","","","Approuvé"
3546,"2018-2019","PQDI","Projet d’assistance monétaire d’urgence pour les personnes affectées par la crise humanitaire dans l’Extrême-Nord du Cameroun","Aide d'urgence","",0,261,1065,"L'OEUVRE LÉGER","Caritas de Maroua-Mokolo","Cameroun","Département de Mayo-Tsanaga",3.86,11.51,"Aide d'urgence","Aide d'urgence",50000.00,50000.00,0.00,0.00,0.00,0.00,"2018-2019","","","","","Approuvé"
3548,"2019-2020","PECM","Ma planète, notre maison - Écoles écocitoyennes du Bas-Saint-Laurent","Soutien projets","",0,237,,"Carrefour international Bas-Laurentien pour l'engagement social",,"Canada-Québec","",46.84,-71.24,"Éducation",,15000.00,13500.00,1500.00,0.00,0.00,0.00,"2019-2020","2019-2020","","","","Approuvé"
3550,"2019-2020","PECM","Le visage humain des changements climatiques","Soutien projets","",0,92,,"Comité régional d'éducation pour le développement international de Lanaudière",,"Canada-Québec","",46.84,-71.24,"Éducation",,18875.00,16987.00,1888.00,0.00,0.00,0.00,"2019-2020","2019-2020","","","","Approuvé"
3551,"2019-2020","PECM","Reconcili’Art (nouveau volet du projet Change le monde, une œuvre à la fois)","Soutien projets","",0,68,,"Comité de Solidarité/Trois-Rivières",,"Canada-Québec","",46.84,-71.24,"Éducation",,15000.00,13500.00,1500.00,0.00,0.00,0.00,"2019-2020","2019-2020","","","","Approuvé"
3552,"2019-2020","PECM","Au Nord comme au Sud : Tous ensemble pour les droits des enfants!","Soutien projets","",0,62,,"L'AMIE (Aide internationale à l'enfance)",,"Canada-Québec","",46.84,-71.24,"Éducation",,15000.00,13500.00,1500.00,0.00,0.00,0.00,"2019-2020","2019-2020","","","","Approuvé"
3555,"2019-2020","PECM","Causes structurelles des migrations et pouvoir d’action des travailleuses et travailleurs migrant-e-s d’Amérique latine","Soutien projets","",0,90,,"Comité pour les droits humains en Amérique latine",,"Canada-Québec","",46.84,-71.24,"Éducation",,20000.00,18000.00,2000.00,0.00,0.00,0.00,"2019-2020","2019-2020","","","","Approuvé"
3556,"2019-2020","PECM","Un Monde à vélo : trousse pédagogique terrain","Soutien projets","",0,218,,"Cyclo Nord-Sud",,"Canada-Québec","",46.84,-71.24,"Éducation",,14530.00,13077.00,1453.00,0.00,0.00,0.00,"2019-2020","2019-2020","","","","Approuvé"
3557,"2018-2019","PQDI","Soutien aux migrants vénézuéliens les plus vulnérables à Medellín, Colombie","Aide d'urgence","",0,238,,"Handicap International",,"Colombie","Medellín",4.59,-74.08,"Aide d'urgence",,50000.00,50000.00,0.00,0.00,0.00,0.00,"2018-2019","","","","","Approuvé"
3560,"2019-2020","QSF","Aménagement de jardins collectifs en permaculture pour améliorer la sécurité alimentaire des communautés urbaines de Sancti Spiritus","Stages annuels","universel",0,76,596,"Alternatives","Fundación Antonio Núñez Jiménez de la Naturaleza y el Hombre","Cuba","Sancti Spiritus",23.13,-82.36,"Alimentation",,42636.00,27242.00,7964.00,7430.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
